tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0041181,movie,Black Hand,Black Hand,0,1950,\N,92,"Crime,Film-Noir,Thriller"
tt0041694,movie,No Man of Her Own,No Man of Her Own,0,1950,\N,98,"Drama,Film-Noir,Romance"
tt0042039,movie,Whirlpool,Whirlpool,0,1950,\N,98,"Crime,Drama,Film-Noir"
tt0042052,movie,Woman in Hiding,Woman in Hiding,0,1950,\N,92,"Crime,Drama,Film-Noir"
tt0042208,movie,The Asphalt Jungle,The Asphalt Jungle,0,1950,\N,112,"Crime,Drama,Film-Noir"
tt0042219,movie,Backfire,Backfire,0,1950,\N,91,"Crime,Film-Noir,Mystery"
tt0042242,movie,Between Midnight and Dawn,Between Midnight and Dawn,0,1950,\N,89,"Crime,Drama,Film-Noir"
tt0042250,movie,Highway 301,Highway 301,0,1950,\N,83,"Crime,Drama,Film-Noir"
tt0042274,movie,Borderline,Borderline,0,1950,\N,88,"Crime,Drama,Film-Noir"
tt0042275,movie,Born to Be Bad,Born to Be Bad,0,1950,\N,94,"Crime,Drama,Film-Noir"
tt0042281,movie,The Breaking Point,The Breaking Point,0,1950,\N,97,"Crime,Drama,Film-Noir"
tt0042289,movie,Bunco Squad,Bunco Squad,0,1950,\N,67,"Crime,Drama,Film-Noir"
tt0042296,movie,Caged,Caged,0,1950,\N,97,"Crime,Drama,Film-Noir"
tt0042376,movie,The Damned Don't Cry,The Damned Don't Cry,0,1950,\N,103,"Crime,Drama,Film-Noir"
tt0042379,movie,Dark City,Dark City,0,1950,\N,98,"Crime,Drama,Film-Noir"
tt0042387,movie,Deported,Deported,0,1950,\N,89,"Crime,Drama,Film-Noir"
tt0042392,movie,Destination Big House,Destination Big House,0,1950,\N,60,"Crime,Drama,Film-Noir"
tt0042394,movie,Destination Murder,Destination Murder,0,1950,\N,72,"Crime,Drama,Film-Noir"
tt0042397,movie,Dial 1119,Dial 1119,0,1950,\N,75,"Film-Noir,Thriller"
tt0042412,movie,Double Deal,Double Deal,0,1950,\N,64,"Crime,Drama,Film-Noir"
tt0042428,movie,Edge of Doom,Edge of Doom,0,1950,\N,99,"Crime,Drama,Film-Noir"
tt0042496,movie,Gambling House,Gambling House,0,1950,\N,80,"Crime,Drama,Film-Noir"
tt0042529,movie,Guilty Bystander,Guilty Bystander,0,1950,\N,91,"Crime,Drama,Film-Noir"
tt0042530,movie,Gun Crazy,Gun Crazy,0,1950,\N,87,"Crime,Drama,Film-Noir"
tt0042551,movie,Hi-Jacked,Hi-Jacked,0,1950,\N,66,"Crime,Drama,Film-Noir"
tt0042579,movie,House by the River,House by the River,0,1950,\N,83,"Crime,Drama,Film-Noir"
tt0042582,movie,Hunt the Man Down,Hunt the Man Down,0,1950,\N,69,"Crime,Film-Noir,Mystery"
tt0042588,movie,I Was a Shoplifter,I Was a Shoplifter,0,1950,\N,74,"Crime,Drama,Film-Noir"
tt0042593,movie,In a Lonely Place,In a Lonely Place,0,1950,\N,94,"Drama,Film-Noir,Mystery"
tt0042618,movie,Johnny One-Eye,Johnny One-Eye,0,1950,\N,78,"Crime,Drama,Film-Noir"
tt0042640,movie,Kill or Be Killed,Kill or Be Killed,0,1950,\N,67,"Crime,Film-Noir,Mystery"
tt0042643,movie,The Killer That Stalked New York,The Killer That Stalked New York,0,1950,\N,79,"Drama,Film-Noir,Thriller"
tt0042648,movie,Kiss Tomorrow Goodbye,Kiss Tomorrow Goodbye,0,1950,\N,102,"Crime,Film-Noir,Thriller"
tt0042664,movie,A Lady Without Passport,A Lady Without Passport,0,1950,\N,74,"Crime,Drama,Film-Noir"
tt0042669,movie,The Lawless,The Lawless,0,1950,\N,83,"Crime,Drama,Film-Noir"
tt0042685,movie,Lonely Heart Bandits,Lonely Heart Bandits,0,1950,\N,60,"Drama,Film-Noir"
tt0042688,movie,Love That Brute,Love That Brute,0,1950,\N,86,"Comedy,Crime,Film-Noir"
tt0042707,movie,The Man Who Cheated Himself,The Man Who Cheated Himself,0,1950,\N,81,"Crime,Drama,Film-Noir"
tt0042771,movie,Mystery Street,Mystery Street,0,1950,\N,93,"Crime,Drama,Film-Noir"
tt0042781,movie,Native Son,Native Son,0,1951,\N,91,"Drama,Film-Noir"
tt0042788,movie,Night and the City,Night and the City,0,1950,\N,96,"Crime,Film-Noir,Mystery"
tt0042792,movie,No Way Out,No Way Out,0,1950,\N,106,"Crime,Drama,Film-Noir"
tt0042807,movie,Once a Thief,Once a Thief,0,1950,\N,88,"Crime,Drama,Film-Noir"
tt0042809,movie,One Way Street,One Way Street,0,1950,\N,79,"Crime,Drama,Film-Noir"
tt0042824,movie,Outrage,Outrage,0,1950,\N,75,"Crime,Drama,Film-Noir"
tt0042826,movie,Outside the Wall,Outside the Wall,0,1950,\N,80,"Crime,Drama,Film-Noir"
tt0042832,movie,Panic in the Streets,Panic in the Streets,0,1950,\N,96,"Crime,Drama,Film-Noir"
tt0042869,movie,Quicksand,Quicksand,0,1950,\N,79,"Crime,Drama,Film-Noir"
tt0042935,movie,The Secret Fury,The Secret Fury,0,1950,\N,85,"Film-Noir,Mystery,Thriller"
tt0042953,movie,Shakedown,Shakedown,0,1950,\N,80,"Crime,Drama,Film-Noir"
tt0042976,movie,The Sleeping City,The Sleeping City,0,1950,\N,86,"Crime,Drama,Film-Noir"
tt0042989,movie,Southside 1-1000,Southside 1-1000,0,1950,\N,73,"Crime,Drama,Film-Noir"
tt0042994,movie,Stage Fright,Stage Fright,0,1950,\N,110,"Film-Noir,Mystery,Thriller"
tt0043014,movie,Sunset Blvd.,Sunset Boulevard,0,1950,\N,110,"Drama,Film-Noir"
tt0043027,movie,The Tattooed Stranger,The Tattooed Stranger,0,1950,\N,64,"Crime,Drama,Film-Noir"
tt0043040,movie,This Side of the Law,This Side of the Law,0,1950,\N,74,"Drama,Film-Noir,Mystery"
tt0043066,movie,Three Steps North,Three Steps North,0,1951,\N,85,"Crime,Drama,Film-Noir"
tt0043075,movie,The Sound of Fury,The Sound of Fury,0,1950,\N,91,"Crime,Drama,Film-Noir"
tt0043086,movie,Under the Gun,Under the Gun,0,1951,\N,83,"Crime,Drama,Film-Noir"
tt0043087,movie,Undercover Girl,Undercover Girl,0,1950,\N,83,"Crime,Drama,Film-Noir"
tt0043088,movie,The Underworld Story,The Underworld Story,0,1950,\N,91,"Crime,Drama,Film-Noir"
tt0043090,movie,Union Station,Union Station,0,1950,\N,81,"Crime,Drama,Film-Noir"
tt0043118,movie,"Walk Softly, Stranger","Walk Softly, Stranger",0,1950,\N,81,"Crime,Drama,Film-Noir"
tt0043126,movie,Western Pacific Agent,Western Pacific Agent,0,1950,\N,65,"Drama,Film-Noir"
tt0043131,movie,Where Danger Lives,Where Danger Lives,0,1950,\N,82,"Crime,Film-Noir,Thriller"
tt0043132,movie,Where the Sidewalk Ends,Where the Sidewalk Ends,0,1950,\N,95,"Crime,Drama,Film-Noir"
tt0043142,movie,Woman on the Run,Woman on the Run,0,1950,\N,77,"Crime,Drama,Film-Noir"
tt0043144,movie,Women from Headquarters,Women from Headquarters,0,1950,\N,60,"Crime,Drama,Film-Noir"
tt0043251,movie,The 13th Letter,The 13th Letter,0,1951,\N,85,"Film-Noir,Mystery"
tt0043292,movie,Appointment with Danger,Appointment with Danger,0,1950,\N,90,"Crime,Drama,Film-Noir"
tt0043320,movie,The Basketball Fix,The Basketball Fix,0,1951,\N,65,"Crime,Drama,Film-Noir"
tt0043338,movie,Ace in the Hole,Ace in the Hole,0,1951,\N,111,"Drama,Film-Noir"
tt0043340,movie,The Big Night,The Big Night,0,1951,\N,75,"Drama,Film-Noir,Thriller"
tt0043390,movie,Cause for Alarm!,Cause for Alarm!,0,1951,\N,74,"Crime,Drama,Film-Noir"
tt0043397,movie,Chained for Life,Chained for Life,0,1952,\N,81,"Crime,Drama,Film-Noir"
tt0043401,movie,Chicago Calling,Chicago Calling,0,1951,\N,75,"Drama,Film-Noir,Thriller"
tt0043418,movie,Cloudburst,Cloudburst,0,1951,\N,83,"Film-Noir,Mystery"
tt0043435,movie,Cry Danger,Cry Danger,0,1951,\N,79,"Crime,Drama,Film-Noir"
tt0043448,movie,Danger Zone,Danger Zone,0,1951,\N,56,"Crime,Drama,Film-Noir"
tt0043465,movie,Detective Story,Detective Story,0,1951,\N,103,"Crime,Drama,Film-Noir"
tt0043503,movie,The Enforcer,The Enforcer,0,1951,\N,87,"Crime,Film-Noir,Thriller"
tt0043516,movie,F.B.I. Girl,F.B.I. Girl,0,1951,\N,74,"Crime,Drama,Film-Noir"
tt0043523,movie,The Fat Man,The Fat Man,0,1951,\N,78,"Crime,Drama,Film-Noir"
tt0043560,movie,Fourteen Hours,Fourteen Hours,0,1951,\N,92,"Drama,Film-Noir,Thriller"
tt0043625,movie,He Ran All the Way,He Ran All the Way,0,1951,\N,77,"Crime,Drama,Film-Noir"
tt0043643,movie,His Kind of Woman,His Kind of Woman,0,1951,\N,120,"Action,Crime,Film-Noir"
tt0043646,movie,Hollywood Story,Hollywood Story,0,1951,\N,77,"Crime,Drama,Film-Noir"
tt0043655,movie,The Hoodlum,The Hoodlum,0,1951,\N,61,"Crime,Drama,Film-Noir"
tt0043660,movie,The House on Telegraph Hill,The House on Telegraph Hill,0,1951,\N,93,"Crime,Drama,Film-Noir"
tt0043665,movie,I Was a Communist for the F.B.I.,I Was a Communist for the F.B.I.,0,1951,\N,83,"Crime,Drama,Film-Noir"
tt0043677,movie,Inside the Walls of Folsom Prison,Inside the Walls of Folsom Prison,0,1951,\N,87,"Crime,Drama,Film-Noir"
tt0043678,movie,Iron Man,Iron Man,0,1951,\N,82,"Drama,Film-Noir,Sport"
tt0043709,movie,Kind Lady,Kind Lady,0,1951,\N,78,"Crime,Drama,Film-Noir"
tt0043728,movie,The Law and the Lady,The Law and the Lady,0,1951,\N,104,"Comedy,Drama,Film-Noir"
tt0043744,movie,Lightning Strikes Twice,Lightning Strikes Twice,0,1951,\N,91,"Crime,Drama,Film-Noir"
tt0043766,movie,M,M,0,1951,\N,88,"Crime,Drama,Film-Noir"
tt0043806,movie,Million Dollar Pursuit,Million Dollar Pursuit,0,1951,\N,60,"Crime,Drama,Film-Noir"
tt0043810,movie,Missing Women,Missing Women,0,1951,\N,60,"Crime,Drama,Film-Noir"
tt0043812,movie,The Mob,The Mob,0,1951,\N,87,"Crime,Drama,Film-Noir"
tt0043832,movie,Mystery Junction,Mystery Junction,0,1951,\N,65,"Crime,Drama,Film-Noir"
tt0043848,movie,Never Trust a Gambler,Never Trust a Gambler,0,1951,\N,79,"Crime,Drama,Film-Noir"
tt0043861,movie,No Questions Asked,No Questions Asked,0,1951,\N,80,"Crime,Drama,Film-Noir"
tt0043879,movie,On Dangerous Ground,On Dangerous Ground,0,1951,\N,82,"Drama,Film-Noir"
tt0043912,movie,Peking Express,Peking Express,0,1951,\N,95,"Action,Drama,Film-Noir"
tt0043914,movie,The People Against O'Hara,The People Against O'Hara,0,1951,\N,102,"Crime,Drama,Film-Noir"
tt0043919,movie,Pickup,Pickup,0,1951,\N,78,"Drama,Film-Noir"
tt0043920,movie,Pier 23,Pier 23,0,1951,\N,58,"Drama,Film-Noir,Mystery"
tt0043938,movie,The Prowler,The Prowler,0,1951,\N,92,"Drama,Film-Noir,Thriller"
tt0043955,movie,The Racket,The Racket,0,1951,\N,88,"Crime,Drama,Film-Noir"
tt0043957,movie,The Raging Tide,The Raging Tide,0,1951,\N,93,"Crime,Drama,Film-Noir"
tt0043973,movie,Roadblock,Roadblock,0,1951,\N,73,"Crime,Drama,Film-Noir"
tt0043998,movie,The Scarf,The Scarf,0,1951,\N,93,"Drama,Film-Noir,Thriller"
tt0044013,movie,The Second Woman,The Second Woman,0,1950,\N,91,"Drama,Film-Noir,Mystery"
tt0044016,movie,Secrets of Monte Carlo,Secrets of Monte Carlo,0,1951,\N,60,"Crime,Drama,Film-Noir"
tt0044040,movie,Sirocco,Sirocco,0,1951,\N,98,"Action,Drama,Film-Noir"
tt0044075,movie,Storm Warning,Storm Warning,0,1950,\N,93,"Crime,Drama,Film-Noir"
tt0044079,movie,Strangers on a Train,Strangers on a Train,0,1951,\N,101,"Crime,Drama,Film-Noir"
tt0044083,movie,The Strip,The Strip,0,1951,\N,85,"Crime,Drama,Film-Noir"
tt0044088,movie,The Sun Sets at Dawn,The Sun Sets at Dawn,0,1950,\N,71,"Crime,Drama,Film-Noir"
tt0044136,movie,Tomorrow Is Another Day,Tomorrow Is Another Day,0,1951,\N,90,"Crime,Drama,Film-Noir"
tt0044155,movie,Two Dollar Bettor,Two Dollar Bettor,0,1951,\N,72,"Crime,Drama,Film-Noir"
tt0044166,movie,The Unknown Man,The Unknown Man,0,1951,\N,86,"Crime,Drama,Film-Noir"
tt0044331,movie,Affair in Trinidad,Affair in Trinidad,0,1952,\N,98,"Crime,Drama,Film-Noir"
tt0044357,movie,Angel Face,Angel Face,0,1952,\N,91,"Crime,Drama,Film-Noir"
tt0044364,movie,Another Man's Poison,Another Man's Poison,0,1951,\N,90,"Crime,Drama,Film-Noir"
tt0044403,movie,Because of You,Because of You,0,1952,\N,95,"Drama,Film-Noir,Romance"
tt0044417,movie,"Beware, My Lovely","Beware, My Lovely",0,1952,\N,77,"Crime,Drama,Film-Noir"
tt0044445,movie,Breakdown,Breakdown,0,1952,\N,76,"Crime,Drama,Film-Noir"
tt0044460,movie,The Bushwhackers,The Bushwhackers,0,1951,\N,70,"Film-Noir,Western"
tt0044476,movie,The Captive City,The Captive City,0,1952,\N,91,"Crime,Drama,Film-Noir"
tt0044502,movie,Clash by Night,Clash by Night,0,1952,\N,105,"Drama,Film-Noir,Romance"
tt0044513,movie,Confidence Girl,Confidence Girl,0,1952,\N,81,"Crime,Drama,Film-Noir"
tt0044515,movie,The Slasher,Cosh Boy,0,1953,\N,75,"Crime,Drama,Film-Noir"
tt0044520,movie,The Crooked Circle,The Crooked Circle,0,1957,\N,72,"Crime,Drama,Film-Noir"
tt0044533,movie,Deadline - U.S.A.,Deadline - U.S.A.,0,1952,\N,87,"Crime,Drama,Film-Noir"
tt0044552,movie,Diplomatic Courier,Diplomatic Courier,0,1952,\N,97,"Crime,Drama,Film-Noir"
tt0044557,movie,Don't Bother to Knock,Don't Bother to Knock,0,1952,\N,76,"Drama,Film-Noir,Mystery"
tt0044720,movie,Hoodlum Empire,Hoodlum Empire,0,1952,\N,98,"Crime,Drama,Film-Noir"
tt0044789,movie,Kansas City Confidential,Kansas City Confidential,0,1952,\N,99,"Crime,Drama,Film-Noir"
tt0044825,movie,The Las Vegas Story,The Las Vegas Story,0,1952,\N,88,"Crime,Drama,Film-Noir"
tt0044847,movie,Loan Shark,Loan Shark,0,1952,\N,80,"Crime,Drama,Film-Noir"
tt0044912,movie,Models Inc.,Models Inc.,0,1952,\N,73,"Crime,Drama,Film-Noir"
tt0044954,movie,The Narrow Margin,The Narrow Margin,0,1952,\N,71,"Crime,Drama,Film-Noir"
tt0044967,movie,Night Without Sleep,Night Without Sleep,0,1952,\N,77,"Drama,Film-Noir,Mystery"
tt0045029,movie,Phone Call from a Stranger,Phone Call from a Stranger,0,1952,\N,105,"Drama,Film-Noir"
tt0045124,movie,Scandal Sheet,Scandal Sheet,0,1952,\N,82,"Crime,Drama,Film-Noir"
tt0045135,movie,The Sellout,The Sellout,0,1952,\N,83,"Crime,Drama,Film-Noir"
tt0045161,movie,The Sniper,The Sniper,0,1952,\N,88,"Crime,Drama,Film-Noir"
tt0045190,movie,The Steel Trap,The Steel Trap,0,1952,\N,85,"Crime,Drama,Film-Noir"
tt0045199,movie,Strange Fascination,Strange Fascination,0,1952,\N,80,"Drama,Film-Noir,Music"
tt0045201,movie,The Stranger in Between,Hunted,0,1952,\N,84,"Crime,Drama,Film-Noir"
tt0045205,movie,Sudden Fear,Sudden Fear,0,1952,\N,110,"Film-Noir,Thriller"
tt0045216,movie,Talk About a Stranger,Talk About a Stranger,0,1952,\N,65,"Drama,Film-Noir,Mystery"
tt0045230,movie,The Thief,The Thief,0,1952,\N,86,"Crime,Drama,Film-Noir"
tt0045259,movie,Trent's Last Case,Trent's Last Case,0,1952,\N,90,"Crime,Drama,Film-Noir"
tt0045267,movie,The Turning Point,The Turning Point,0,1952,\N,85,"Crime,Drama,Film-Noir"
tt0045309,movie,Walk East on Beacon!,Walk East on Beacon!,0,1952,\N,98,"Drama,Film-Noir,Thriller"
tt0045334,movie,Without Warning!,Without Warning!,0,1952,\N,77,"Crime,Drama,Film-Noir"
tt0045533,movie,Bad Blonde,The Flanagan Boy,0,1953,\N,81,"Crime,Drama,Film-Noir"
tt0045555,movie,The Big Heat,The Big Heat,0,1953,\N,89,"Crime,Film-Noir,Thriller"
tt0045557,movie,The Bigamist,The Bigamist,0,1953,\N,80,"Drama,Film-Noir"
tt0045564,movie,The Blue Gardenia,The Blue Gardenia,0,1953,\N,90,"Crime,Drama,Film-Noir"
tt0045566,movie,A Blueprint for Murder,A Blueprint for Murder,0,1953,\N,77,"Crime,Drama,Film-Noir"
tt0045631,movie,City That Never Sleeps,City That Never Sleeps,0,1953,\N,90,"Crime,Drama,Film-Noir"
tt0045652,movie,Count the Hours!,Count the Hours!,0,1953,\N,76,"Crime,Drama,Film-Noir"
tt0045661,movie,Cry of the Hunted,Cry of the Hunted,0,1953,\N,80,"Crime,Drama,Film-Noir"
tt0045669,movie,Dangerous Crossing,Dangerous Crossing,0,1953,\N,75,"Drama,Film-Noir,Mystery"
tt0045736,movie,Escape by Night,Escape by Night,0,1953,\N,79,"Crime,Drama,Film-Noir"
tt0045745,movie,The Fake,The Fake,0,1953,\N,80,"Crime,Drama,Film-Noir"
tt0045780,movie,Forbidden,Forbidden,0,1953,\N,85,"Crime,Drama,Film-Noir"
tt0045818,movie,Girls in the Night,Girls in the Night,0,1953,\N,83,"Crime,Drama,Film-Noir"
tt0045824,movie,The Glass Wall,The Glass Wall,0,1953,\N,82,"Drama,Film-Noir"
tt0045825,movie,The Glass Web,The Glass Web,0,1953,\N,81,"Crime,Drama,Film-Noir"
tt0045877,movie,The Hitch-Hiker,The Hitch-Hiker,0,1953,\N,71,"Crime,Drama,Film-Noir"
tt0045902,movie,"I, the Jury","I, the Jury",0,1953,\N,87,"Crime,Drama,Film-Noir"
tt0045927,movie,Jamaica Run,Jamaica Run,0,1953,\N,92,"Crime,Drama,Film-Noir"
tt0045932,movie,Jeopardy,Jeopardy,0,1953,\N,69,"Crime,Drama,Film-Noir"
tt0045936,movie,The Joe Louis Story,The Joe Louis Story,0,1953,\N,88,"Biography,Drama,Film-Noir"
tt0046001,movie,The Limping Man,The Limping Man,0,1953,\N,76,"Crime,Drama,Film-Noir"
tt0046031,movie,The Man Between,The Man Between,0,1953,\N,100,"Crime,Drama,Film-Noir"
tt0046036,movie,Man in the Dark,Man in the Dark,0,1953,\N,70,"Crime,Drama,Film-Noir"
tt0046126,movie,Niagara,Niagara,0,1953,\N,92,"Film-Noir,Thriller"
tt0046130,movie,No Escape,No Escape,0,1953,\N,76,"Crime,Drama,Film-Noir"
tt0046187,movie,Pickup on South Street,Pickup on South Street,0,1953,\N,80,"Crime,Film-Noir,Mystery"
tt0046288,movie,Second Chance,Second Chance,0,1953,\N,82,"Crime,Drama,Film-Noir"
tt0046353,movie,Split Second,Split Second,0,1953,\N,85,"Crime,Drama,Film-Noir"
tt0046372,movie,Stolen Identity,Stolen Identity,0,1953,\N,81,"Crime,Drama,Film-Noir"
tt0046389,movie,The System,The System,0,1953,\N,90,"Crime,Drama,Film-Noir"
tt0046411,movie,Terror Street,36 Hours,0,1953,\N,80,"Crime,Drama,Film-Noir"
tt0046432,movie,Terror on a Train,Time Bomb,0,1953,\N,72,"Crime,Film-Noir,Thriller"
tt0046514,movie,Vice Squad,Vice Squad,0,1953,\N,88,"Crime,Drama,Film-Noir"
tt0046515,movie,Vicki,Vicki,0,1953,\N,85,"Crime,Drama,Film-Noir"
tt0046520,movie,Violated,Violated,0,1953,\N,78,"Crime,Drama,Film-Noir"
tt0046743,movie,Bait,Bait,0,1954,\N,79,"Crime,Drama,Film-Noir"
tt0046784,movie,The Black Glove,Face the Music,0,1954,\N,84,"Crime,Drama,Film-Noir"
tt0046790,movie,Black Tuesday,Black Tuesday,0,1954,\N,80,"Crime,Drama,Film-Noir"
tt0046791,movie,Black Widow,Black Widow,0,1954,\N,95,"Drama,Film-Noir,Mystery"
tt0046792,movie,Blackout,Murder by Proxy,0,1954,\N,87,"Crime,Drama,Film-Noir"
tt0046812,movie,A Bullet Is Waiting,A Bullet Is Waiting,0,1954,\N,90,"Crime,Drama,Film-Noir"
tt0046878,movie,Crime Wave,Crime Wave,0,1953,\N,73,"Crime,Drama,Film-Noir"
tt0046885,movie,Cry Vengeance,Cry Vengeance,0,1954,\N,82,"Crime,Drama,Film-Noir"
tt0046891,movie,Dangerous Mission,Dangerous Mission,0,1954,\N,75,"Action,Crime,Film-Noir"
tt0046928,movie,Down Three Dark Streets,Down Three Dark Streets,0,1954,\N,85,"Crime,Drama,Film-Noir"
tt0046931,movie,Dragnet,Dragnet,0,1954,\N,88,"Crime,Drama,Film-Noir"
tt0046935,movie,Drive a Crooked Road,Drive a Crooked Road,0,1954,\N,83,"Crime,Drama,Film-Noir"
tt0046969,movie,The Fast and the Furious,The Fast and the Furious,0,1954,\N,73,"Crime,Drama,Film-Noir"
tt0047041,movie,Gorilla at Large,Gorilla at Large,0,1954,\N,83,"Crime,Film-Noir,Mystery"
tt0047067,movie,Heat Wave,The House Across the Lake,0,1954,\N,68,"Crime,Drama,Film-Noir"
