tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F
tt0033993,1.0,nm0696481,Robert Preston,"tt0056262,tt0084865,tt0087597,tt0083015",23,2.0,nm0640930,movie,Pacific Blackout,0.0,\N,76,Pacific Blackout,1941,Mystery,Martha O'Driscoll,1922,1998,"actress,soundtrack,archive_footage","tt0037793,tt0038203,tt0038364,tt0038490",19
tt0034004,1.0,nm0749476,Charles Ruggles,"tt0055277,tt0024359,tt0039502,tt0026955",55,2.0,nm0237655,movie,The Parson of Panamint,0.0,\N,84,The Parson of Panamint,1941,"Adventure,Romance,Western",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",27
tt0034030,1.0,nm0101955,William Boyd,"tt0024018,tt0027415,tt0040787,tt0022243",46,4.0,nm0829362,movie,Pirates on Horseback,0.0,\N,69,Pirates on Horseback,1941,Western,Eleanor Stewart,1913,2007,"actress,miscellaneous,archive_footage","tt0029464,tt0030690,tt0034030,tt0033238",28
tt0034056,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",42,2.0,nm0662335,movie,Power Dive,0.0,\N,68,Power Dive,1941,"Adventure,Drama",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",26
tt0034086,1.0,nm0566948,Joel McCrea,"tt0034240,tt0032484,tt0023238,tt0056412",36,2.0,nm0237655,movie,Reaching for the Sun,0.0,\N,90,Reaching for the Sun,1941,"Drama,Romance",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",27
tt0034105,1.0,nm0101955,William Boyd,"tt0024018,tt0027415,tt0040787,tt0022243",46,5.0,nm0829362,movie,Riders of the Timberline,0.0,\N,59,Riders of the Timberline,1941,"Drama,Western",Eleanor Stewart,1913,2007,"actress,miscellaneous,archive_footage","tt0029464,tt0030690,tt0034030,tt0033238",28
tt0034116,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",38,3.0,nm0483787,movie,Road to Zanzibar,0.0,\N,91,Road to Zanzibar,1941,"Adventure,Comedy,Musical",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",27
tt0034133,1.0,nm0228715,Richard Dix,"tt0021746,tt0015117,tt0016439,tt0016345",48,2.0,nm0605685,movie,The Round Up,0.0,\N,90,The Round Up,1941,Western,Patricia Morison,1915,2018,"actress,soundtrack,archive_footage","tt0036377,tt0038494,tt0035706,tt0036005",26
tt0034166,1.0,nm0101955,William Boyd,"tt0024018,tt0027415,tt0040787,tt0022243",46,4.0,nm0948540,movie,Secret of the Wastelands,0.0,\N,66,Secret of the Wastelands,1941,"Drama,Western",Soo Yong,1903,1984,"actress,archive_footage","tt0028944,tt0050933,tt0026205,tt0054885",38
tt0034182,1.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",34,2.0,nm0275897,movie,The Shepherd of the Hills,0.0,\N,98,The Shepherd of the Hills,1941,"Adventure,Drama,Romance",Betty Field,1916,1973,"actress,soundtrack,archive_footage","tt0031742,tt0033409,tt0048491,tt0050839",25
tt0034198,2.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",34,1.0,nm0001055,movie,Skylark,0.0,\N,92,Skylark,1941,"Comedy,Romance",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",38
tt0034233,1.0,nm0101955,William Boyd,"tt0024018,tt0027415,tt0040787,tt0022243",46,4.0,nm0392450,movie,Stick to Your Guns,0.0,\N,63,Stick to Your Guns,1941,"Drama,Western",Jennifer Holt,1920,1997,"actress,soundtrack,archive_footage","tt0039227,tt0039380,tt0037940,tt0037757",21
tt0034240,1.0,nm0566948,Joel McCrea,"tt0034240,tt0032484,tt0023238,tt0056412",36,2.0,nm0000043,movie,Sullivan's Travels,0.0,\N,90,Sullivan's Travels,1941,"Adventure,Comedy,Drama",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",19
tt0034275,1.0,nm0427452,Allan Jones,"tt0026778,tt0028249,tt0030108,tt0093818",34,2.0,nm0288078,movie,The Hard-Boiled Canary,0.0,\N,80,The Hard-Boiled Canary,1941,"Comedy,Music,Romance",Susanna Foster,1924,2009,"actress,soundtrack,archive_footage","tt0036261,tt0033666,tt0036715,tt0037717",17
tt0034320,1.0,nm0101955,William Boyd,"tt0024018,tt0027415,tt0040787,tt0022243",46,4.0,nm0571085,movie,Twilight on the Trail,0.0,\N,57,Twilight on the Trail,1941,Western,Wanda McKay,1915,1996,"actress,archive_footage","tt0040500,tt0035791,tt0037084,tt0037786",26
tt0034364,2.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",33,1.0,nm0140914,movie,Virginia,0.0,\N,110,Virginia,1941,"Drama,Romance",Madeleine Carroll,1906,1987,"actress,archive_footage","tt0026029,tt0035100,tt0029442,tt0029057",35
tt0034381,2.0,nm0137999,Richard Carlson,"tt0046876,tt0045920,tt0033836,tt0032520",29,1.0,nm0794297,movie,West Point Widow,0.0,\N,63,West Point Widow,1941,"Comedy,Romance",Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",23
tt0034391,1.0,nm0101955,William Boyd,"tt0024018,tt0027415,tt0040787,tt0022243",46,4.0,nm0107574,movie,Wide Open Town,0.0,\N,79,Wide Open Town,1941,Western,Evelyn Brent,1899,1975,"actress,soundtrack,archive_footage","tt0021374,tt0020900,tt0148436,tt0027069",42
tt0034402,1.0,nm0000858,John Barrymore,"tt0025919,tt0022958,tt0017354,tt0014702",59,2.0,nm0002068,movie,World Premiere,0.0,\N,71,World Premiere,1941,Comedy,Frances Farmer,1913,1970,"actress,writer,soundtrack","tt0032481,tt0029675,tt0035360,tt0028817",28
tt0034412,2.0,nm0875965,Orrin Tucker,"tt4276820,tt0034412,tt0048904,tt0073596",30,1.0,nm0048284,movie,You're the One,0.0,\N,83,You're the One,1941,"Comedy,Music,Romance",Bonnie Baker,1917,1990,"actress,soundtrack","tt4276820,tt0034412,tt0036382,tt0148560",24
tt0034467,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",35,2.0,nm0275897,movie,Are Husbands Necessary?,0.0,\N,79,Are Husbands Necessary?,1942,"Comedy,Mystery,Romance",Betty Field,1916,1973,"actress,soundtrack,archive_footage","tt0031742,tt0033409,tt0048491,tt0050839",26
tt0034510,2.0,nm0219396,Richard Denning,"tt0050105,tt0050197,tt0046876,tt0047960",28,1.0,nm0483787,movie,Beyond the Blue Horizon,0.0,\N,76,Beyond the Blue Horizon,1942,"Action,Adventure,Comedy",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",28
tt0034639,1.0,nm0930776,Hugh Williams,"tt0039883,tt0032145,tt0035153,tt0044716",38,3.0,nm0000039,movie,The Day Will Dawn,0.0,\N,87,The Avengers,1942,"Drama,War",Deborah Kerr,1921,2007,"actress,soundtrack,archive_footage","tt0049408,tt0045793,tt0039192,tt0050105",21
tt0034678,1.0,nm0136994,Macdonald Carey,"tt0036342,tt0058796,tt0043736,tt0039873",29,2.0,nm0680482,movie,Dr. Broadway,0.0,\N,68.0,Dr. Broadway,1942,"Crime,Drama,Mystery",Jean Phillips,1914,1970,actress,"tt0033954,tt0033337,tt0034678,tt0035442",28
tt0034736,2.0,nm0000034,William Holden,"tt0046359,tt0047437,tt0043014,tt0074958",24,1.0,nm0483787,movie,The Fleet's In,0.0,\N,93.0,The Fleet's In,1942,"Musical,Romance",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",28
tt0034749,1.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",34,2.0,nm0002104,movie,The Forest Rangers,0.0,\N,87.0,The Forest Rangers,1942,Drama,Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",32
tt0034798,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",29,2.0,nm0000043,movie,The Glass Key,0.0,\N,85,The Glass Key,1942,"Crime,Drama,Film-Noir",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",20
tt0034812,2.0,nm0566948,Joel McCrea,"tt0034240,tt0032484,tt0023238,tt0056412",36,1.0,nm0001766,movie,The Great Man's Lady,0.0,\N,90,The Great Man's Lady,1941,"Drama,Romance,Western",Barbara Stanwyck,1907,1990,"actress,soundtrack,archive_footage","tt0036775,tt0033373,tt0040823,tt0032080",34
tt0034842,1.0,nm0527996,Jimmy Lydon,"tt0075393,tt0038126,tt0040676,tt0042578",19,4.0,nm0086830,movie,"Henry Aldrich, Editor",0.0,\N,72,"Henry Aldrich, Editor",1942,"Comedy,Drama,Family",Olive Blakeney,1894,1959,"actress,archive_footage","tt0038990,tt0034274,tt0035984,tt0036908",48
tt0034844,1.0,nm0527996,Jimmy Lydon,"tt0075393,tt0038126,tt0040676,tt0042578",19,3.0,nm0027156,movie,Henry and Dizzy,0.0,\N,71,Henry and Dizzy,1942,"Comedy,Family",Mary Anderson,1918,2014,"actress,archive_footage","tt0037017,tt0031381,tt0037465,tt0036377",24
tt0034862,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",39,3.0,nm0721851,movie,Holiday Inn,0.0,\N,100,Holiday Inn,1942,"Comedy,Drama,Music",Marjorie Reynolds,1917,1997,"actress,soundtrack,archive_footage","tt0039037,tt0034862,tt0032404,tt0043643",25
tt0034880,1.0,nm0606431,Chester Morris,"tt0020827,tt0024679,tt0020686,tt0019630",41,2.0,nm0662335,movie,I Live on Danger,0.0,\N,73,I Live on Danger,1942,Thriller,Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",27
tt0034958,1.0,nm0000734,Eddie Albert,"tt0046250,tt0058808,tt0068687,tt0056197",35,2.0,nm0794297,movie,Lady Bodyguard,0.0,\N,69,Lady Bodyguard,1943,Comedy,Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",25
tt0034960,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",35,2.0,nm0002104,movie,The Lady Has Plans,0.0,\N,77,The Lady Has Plans,1942,Drama,Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",32
tt0034998,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",29,2.0,nm0907785,movie,Lucky Jordan,0.0,\N,84.0,Lucky Jordan,1942,Drama,Helen Walker,1920,1968,"actress,soundtrack,archive_footage","tt0037557,tt0040202,tt0037046,tt0041503",22
tt0035019,2.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",35,1.0,nm0001677,movie,The Major and the Minor,0.0,\N,100.0,The Major and the Minor,1942,"Comedy,Romance",Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",31
tt0035094,2.0,nm0001890,Hugh Herbert,"tt0033397,tt0020953,tt0030202,tt0029541",58,1.0,nm0047810,movie,Mrs. Wiggs of the Cabbage Patch,0.0,\N,80,Mrs. Wiggs of the Cabbage Patch,1942,"Comedy,Drama,Romance",Fay Bainter,1893,1968,"actress,soundtrack,archive_footage","tt0030287,tt0054743,tt0038116,tt0030973",49
tt0035100,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",39,2.0,nm0140914,movie,My Favorite Blonde,0.0,\N,78,My Favorite Blonde,1942,Comedy,Madeleine Carroll,1906,1987,"actress,archive_footage","tt0026029,tt0035100,tt0029442,tt0029057",36
tt0035104,1.0,nm0137999,Richard Carlson,"tt0046876,tt0045920,tt0033836,tt0032520",30,2.0,nm0640930,movie,My Heart Belongs to Daddy,0.0,\N,75,My Heart Belongs to Daddy,1942,"Comedy,Romance",Martha O'Driscoll,1922,1998,"actress,soundtrack,archive_footage","tt0037793,tt0038203,tt0038364,tt0038490",20
tt0035125,1.0,nm0696481,Robert Preston,"tt0056262,tt0084865,tt0087597,tt0083015",25,2.0,nm0237655,movie,Night Plane from Chungking,0.0,\N,69.0,Night Plane from Chungking,1943,Drama,Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",29
tt0035126,1.0,nm0288003,Preston Foster,"tt0023629,tt0023042,tt0044789,tt0026605",42,2.0,nm0605685,movie,Night in New Orleans,0.0,\N,75.0,Night in New Orleans,1942,"Comedy,Crime,Drama",Patricia Morison,1915,2018,"actress,soundtrack,archive_footage","tt0036377,tt0038494,tt0035706,tt0036005",27
tt0035169,2.0,nm0566948,Joel McCrea,"tt0034240,tt0032484,tt0023238,tt0056412",37,1.0,nm0001055,movie,The Palm Beach Story,0.0,\N,88.0,The Palm Beach Story,1942,"Comedy,Romance",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",39
tt0035216,2.0,nm0426708,Johnny Johnston,"tt0040565,tt0049682,tt0047780,tt0035216",27,1.0,nm0587900,movie,Priorities on Parade,0.0,\N,79,Priorities on Parade,1942,"Comedy,Musical,Romance",Ann Miller,1923,2004,"actress,miscellaneous,soundtrack","tt0166924,tt0030993,tt0041716,tt0036306",19
tt0035244,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",35,3.0,nm0002104,movie,Reap the Wild Wind,0.0,\N,123,Reap the Wild Wind,1942,"Action,Adventure,Drama",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",32
tt0035247,1.0,nm0002046,Brian Donlevy,"tt0031088,tt0041503,tt0034798,tt0050873",41,3.0,nm0237655,movie,The Remarkable Andrew,0.0,\N,81,The Remarkable Andrew,1942,"Comedy,Fantasy",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",28
tt0035262,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",39,4.0,nm0483787,movie,Road to Morocco,0.0,\N,82,Road to Morocco,1942,"Adventure,Comedy,Family",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",28
tt0035379,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",39,7.0,nm0483787,movie,Star Spangled Rhythm,0.0,\N,99,Star Spangled Rhythm,1942,"Comedy,Music",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",28
tt0035388,1.0,nm0580565,Burgess Meredith,"tt0082186,tt0075148,tt0084602,tt0079817",35,2.0,nm0872456,movie,Street of Chance,0.0,\N,74,Street of Chance,1942,"Crime,Drama,Film-Noir",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",32
tt0035400,1.0,nm0102787,Eddie Bracken,"tt0036891,tt0085995,tt0037077,tt0107985",27,2.0,nm0695863,movie,Sweater Girl,0.0,\N,77,Sweater Girl,1942,"Comedy,Musical,Mystery",June Preisser,1920,1984,"actress,soundtrack","tt0037100,tt0038664,tt0040208,tt0031066",22
tt0035413,2.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",34,1.0,nm0751426,movie,"Take a Letter, Darling",0.0,\N,92.0,"Take a Letter, Darling",1942,"Comedy,Romance",Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",35
tt0035432,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",29,2.0,nm0000043,movie,This Gun for Hire,0.0,\N,81.0,This Gun for Hire,1942,"Crime,Drama,Film-Noir",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",20
tt0035458,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",43,2.0,nm0662335,movie,Torpedo Boat,0.0,\N,70.0,Torpedo Boat,1942,"Action,Drama,Romance",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",27
tt0035474,2.0,nm0427452,Allan Jones,"tt0026778,tt0028249,tt0030108,tt0093818",35,1.0,nm0134411,movie,True to the Army,0.0,\N,77.0,True to the Army,1942,"Comedy,Music",Judy Canova,1913,1983,"actress,soundtrack,archive_footage","tt0034193,tt0037028,tt0034074,tt0035474",29
tt0035562,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",43,2.0,nm0431889,movie,Wildcat,0.0,\N,70,Wildcat,1942,"Adventure,Drama,Film-Noir",Arline Judge,1912,1974,"actress,soundtrack,archive_footage","tt0025762,tt0026225,tt0024024,tt0036720",30
tt0035569,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",43,3.0,nm0662335,movie,Wrecking Crew,0.0,\N,73,Wrecking Crew,1942,Drama,Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",27
tt0035614,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",44,4.0,nm0911362,movie,Aerial Gunner,0.0,\N,78,Aerial Gunner,1943,Drama,Amelita Ward,1923,1987,"actress,miscellaneous","tt0037261,tt0037837,tt0036864,tt0038248",20
tt0035622,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",44,2.0,nm0662335,movie,Alaska Highway,0.0,\N,66,Alaska Highway,1943,Drama,Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",28
tt0035735,2.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",30,1.0,nm0949835,movie,China,0.0,\N,79.0,China,1943,"Drama,War",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",30
tt0035810,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",40,2.0,nm0483787,movie,Dixie,0.0,\N,89,Dixie,1943,"Comedy,Musical",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",29
tt0035884,1.0,nm0867144,Franchot Tone,"tt0026261,tt0026752,tt0040457,tt0028330",38,2.0,nm0000879,movie,Five Graves to Cairo,0.0,\N,96,Five Graves to Cairo,1943,"Thriller,War",Anne Baxter,1923,1985,"actress,soundtrack,archive_footage","tt0042192,tt0049833,tt0035015,tt0038873",20
tt0035896,1.0,nm0000011,Gary Cooper,"tt0044706,tt0034167,tt0035896,tt0027996",42,2.0,nm0000006,movie,For Whom the Bell Tolls,0.0,\N,170,For Whom the Bell Tolls,1943,"Adventure,Drama,History",Ingrid Bergman,1915,1982,"actress,producer,soundtrack","tt0034583,tt0036855,tt0038109,tt0038787",28
tt0035948,1.0,nm0445523,Cecil Kellaway,"tt0061735,tt0042546,tt0038854,tt0034881",53,2.0,nm0907785,movie,The Good Fellows,0.0,\N,70,The Good Fellows,1943,"Comedy,Romance",Helen Walker,1920,1968,"actress,soundtrack,archive_footage","tt0037557,tt0040202,tt0037046,tt0041503",23
tt0035969,2.0,nm0694090,Dick Powell,"tt0037101,tt0037615,tt0044391,tt0040695",39,1.0,nm0552756,movie,Happy Go Lucky,0.0,\N,81,Happy Go Lucky,1943,"Comedy,Musical,Romance",Mary Martin,1913,1990,"actress,miscellaneous,producer","tt0054176,tt0046637,tt0036461,tt0033396",30
tt0035983,1.0,nm0527996,Jimmy Lydon,"tt0075393,tt0038126,tt0040676,tt0042578",20,4.0,nm0086830,movie,Henry Aldrich Gets Glamour,0.0,\N,72,Henry Aldrich Gets Glamour,1943,"Adventure,Comedy,Family",Olive Blakeney,1894,1959,"actress,archive_footage","tt0038990,tt0034274,tt0035984,tt0036908",49
tt0035984,1.0,nm0527996,Jimmy Lydon,"tt0075393,tt0038126,tt0040676,tt0042578",20,4.0,nm0086830,movie,Henry Aldrich Haunts a House,0.0,\N,73,Henry Aldrich Haunts a House,1943,"Adventure,Comedy,Family",Olive Blakeney,1894,1959,"actress,archive_footage","tt0038990,tt0034274,tt0035984,tt0036908",49
tt0035985,1.0,nm0527996,Jimmy Lydon,"tt0075393,tt0038126,tt0040676,tt0042578",20,4.0,nm0086830,movie,Henry Aldrich Swings It,0.0,\N,64,Henry Aldrich Swings It,1943,"Comedy,Family",Olive Blakeney,1894,1959,"actress,archive_footage","tt0038990,tt0034274,tt0035984,tt0036908",49
tt0035999,1.0,nm0606431,Chester Morris,"tt0020827,tt0024679,tt0020686,tt0019630",42,2.0,nm0662335,movie,High Explosive,0.0,\N,60,High Explosive,1943,Drama,Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",28
tt0036017,2.0,nm0194742,Arturo de Córdova,"tt0042434,tt0045260,tt0187005,tt0040075",35,1.0,nm0707023,movie,Hostages,0.0,\N,88,Hostages,1943,"Drama,War",Luise Rainer,1910,2014,"actress,soundtrack,archive_footage","tt0027698,tt0028944,tt0030079,tt0030202",33
tt0036105,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",40,2.0,nm0002149,movie,Let's Face It,0.0,\N,76,Let's Face It,1943,"Musical,Romance",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",22
tt0036161,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",44,2.0,nm0662335,movie,Minesweeper,0.0,\N,67,Minesweeper,1943,"Action,Adventure,Comedy",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",28
tt0036208,2.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",35,1.0,nm0001055,movie,No Time for Love,0.0,\N,83,No Time for Love,1943,"Comedy,Romance",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",40
tt0036313,2.0,nm0694090,Dick Powell,"tt0037101,tt0037615,tt0044391,tt0040695",39,1.0,nm0483787,movie,Riding High,0.0,\N,88.0,Riding High,1943,Comedy,Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",29
