tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F
tt0034154,1.0,nm0452128,Guy Kibbee,"tt0031679,tt0027421,tt0026174,tt0023369",59,2.0,nm0400490,Scattergood Baines,1941,"Comedy,Drama",Carol Hughes,1910,1995,"actress,soundtrack,archive_footage","tt0032274,tt0032475,tt0030193,tt0029475",31
tt0034155,1.0,nm0452128,Guy Kibbee,"tt0031679,tt0027421,tt0026174,tt0023369",59,3.0,nm0676688,Scattergood Pulls the Strings,1941,Comedy,Susan Peters,1921,1952,"actress,soundtrack,archive_footage","tt0035238,tt0040785,tt0034680,tt0036552",20
tt0034195,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",22,3.0,nm0165715,Six-Gun Gold,1941,Western,Jan Clayton,1917,1983,"actress,soundtrack,archive_footage","tt0046617,tt0038163,tt0032476,tt1478608",24
tt0034243,2.0,nm0001961,Ray Bolger,"tt0032138,tt0054649,tt0045325,tt0044370",37,1.0,nm0623554,Sunny,1941,"Musical,Romance",Anna Neagle,1904,1986,"actress,producer,soundtrack","tt0039281,tt0043871,tt0029734,tt0032847",37
tt0034248,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",37,2.0,nm0000021,Suspicion,1941,"Film-Noir,Mystery,Thriller",Joan Fontaine,1917,2013,"actress,producer,soundtrack","tt0034248,tt0032976,tt0035751,tt0036969",24
tt0034278,2.0,nm0628579,Robert Newton,"tt0048960,tt0031505,tt0037367,tt0044426",37,1.0,nm0623554,Wings and the Woman,1942,"Biography,Drama",Anna Neagle,1904,1986,"actress,producer,soundtrack","tt0039281,tt0043871,tt0029734,tt0032847",38
tt0034279,1.0,nm0380965,Jean Hersholt,"tt0015881,tt0018451,tt0028988,tt0023194",55,2.0,nm0522662,They Meet Again,1941,"Drama,Musical",Dorothy Lovett,1915,1998,"actress,soundtrack","tt0032980,tt0034279,tt0032411,tt0031635",26
tt0034280,2.0,nm0255199,James Ellison,"tt0036027,tt0035489,tt0028377,tt0027725",31,1.0,nm0000058,They Met in Argentina,1941,"Comedy,Musical,Romance",Maureen O'Hara,1920,2015,"actress,soundtrack,archive_footage","tt0045061,tt0039628,tt0055277,tt0033729",21
tt0034290,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",23,4.0,nm0910294,Thundering Hoofs,1942,"Drama,Music,Western",Luana Walters,1912,1963,"actress,archive_footage","tt0034613,tt0028241,tt0032420,tt0028589",30
tt0034299,2.0,nm0614278,George Murphy,"tt0036430,tt0036673,tt0032284,tt0041198",39,1.0,nm0001677,"Tom, Dick and Harry",1941,Comedy,Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",30
tt0034339,2.0,nm0185883,James Craig,"tt0033532,tt0035980,tt0039301,tt0035308",29,1.0,nm0794297,Unexpected Uncle,1941,"Comedy,Drama",Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",23
tt0034473,1.0,nm0255199,James Ellison,"tt0036027,tt0035489,tt0028377,tt0027725",32,2.0,nm0943553,Army Surgeon,1942,"Drama,Romance,War",Jane Wyatt,1910,2006,"actress,soundtrack,archive_footage","tt0092007,tt0046600,tt0040695,tt0029162",32
tt0034492,1.0,nm0017013,Hardie Albright,"tt0023491,tt0024598,tt0035007,tt0026594",39,5.0,nm1027883,Bambi,1942,"Adventure,Animation,Drama",Bobette Audrey,1931,2007,actress,\N,11
tt0034494,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",23,3.0,nm0054060,Bandit Ranger,1942,"Drama,Music,Western",Joan Barclay,1914,2002,"actress,archive_footage","tt0028241,tt0140551,tt0028637,tt0038080",28
tt0034514,1.0,nm0000020,Henry Fonda,"tt0050083,tt0082846,tt0032551,tt0051207",37,2.0,nm0000840,The Big Street,1942,"Drama,Music,Romance",Lucille Ball,1911,1989,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",31
tt0034567,1.0,nm0572142,Victor McLaglen,"tt0045061,tt0026529,tt0040369,tt0024141",56,3.0,nm0001931,Call Out the Marines,1942,"Comedy,Music,War",Binnie Barnes,1903,1998,"actress,producer,soundtrack","tt0039037,tt0038108,tt0024473,tt0028373",39
tt0034587,2.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",38,1.0,nm0800386,Cat People,1942,"Fantasy,Horror,Thriller",Simone Simon,1911,2005,"actress,soundtrack,archive_footage","tt0034587,tt0036733,tt0037034,tt0029957",31
tt0034716,1.0,nm0001695,George Sanders,"tt0042192,tt0032976,tt0037988,tt0033873",36,2.0,nm0054609,The Falcon Takes Over,1942,"Comedy,Crime,Mystery",Lynn Bari,1919,1989,"actress,soundtrack,archive_footage","tt0036672,tt0034716,tt0029899,tt0038782",23
tt0034717,1.0,nm0001695,George Sanders,"tt0042192,tt0032976,tt0037988,tt0033873",36,3.0,nm0709905,The Falcon's Brother,1942,"Crime,Drama,Film-Noir",Jane Randolph,1914,2009,"actress,miscellaneous,archive_footage","tt0034587,tt0040068,tt0034717,tt0035854",28
tt0034734,1.0,nm0001366,Leslie Howard,"tt0030637,tt0031381,tt0034027,tt0025748",49,3.0,nm0424228,Spitfire,1942,"Adventure,Biography,Drama",Rosamund John,1913,1998,"actress,soundtrack,archive_footage","tt0037352,tt0034734,tt0038577,tt0177218",29
tt0034751,1.0,nm0001961,Ray Bolger,"tt0032138,tt0054649,tt0045325,tt0044370",38,2.0,nm0794297,Four Jacks and a Jill,1942,"Comedy,Music,Romance",Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",24
tt0034810,1.0,nm0669433,Harold Peary,"tt0036864,tt0035940,tt0035941,tt0035307",34,2.0,nm0002034,The Great Gildersleeve,1942,"Adventure,Comedy,Romance",Jane Darwell,1879,1967,"actress,archive_footage","tt0032551,tt0036244,tt0031381,tt0038762",63
tt0034847,1.0,nm0430015,Jim Jordan,"tt0076618,tt0033850,tt0036902,tt0029663",46,2.0,nm0430090,Here We Go Again,1942,Comedy,Marian Jordan,1898,1961,"actress,soundtrack,archive_footage","tt0036902,tt0033850,tt0029663,tt0034847",44
tt0034853,1.0,nm0137999,Richard Carlson,"tt0046876,tt0045920,tt0033836,tt0032520",30,2.0,nm0709905,Highways by Night,1942,"Adventure,Comedy,Crime",Jane Randolph,1914,2009,"actress,miscellaneous,archive_footage","tt0034587,tt0040068,tt0034717,tt0035854",28
tt0034856,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",24,2.0,nm0335748,Hitler's Children,1943,"Drama,Romance,War",Bonita Granville,1923,1988,"producer,actress,director","tt0035140,tt0030442,tt0030491,tt0028356",20
tt0034919,2.0,nm0002134,Paul Henreid,"tt0034583,tt0040444,tt0076009,tt0035140",34,1.0,nm0006807,Joan of Paris,1942,"Drama,Romance,War",Michèle Morgan,1920,2016,"actress,archive_footage,archive_sound","tt0039004,tt0030643,tt0040338,tt0038409",22
tt0035015,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",23,3.0,nm0182537,The Magnificent Ambersons,1942,"Drama,Romance",Dolores Costello,1903,1979,"actress,soundtrack,archive_footage","tt0017354,tt0035015,tt0018218,tt0017973",39
tt0035048,1.0,nm0614278,George Murphy,"tt0036430,tt0036673,tt0032284,tt0041198",40,2.0,nm0794297,The Mayor of 44th Street,1942,Drama,Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",24
tt0035059,2.0,nm0259816,Leon Errol,"tt0031641,tt0031370,tt0035061,tt0036959",61,1.0,nm0892473,Mexican Spitfire Sees a Ghost,1942,Comedy,Lupe Velez,1908,1944,"actress,soundtrack,archive_footage","tt0031370,tt0031641,tt0020074,tt0034867",34
tt0035060,2.0,nm0259816,Leon Errol,"tt0031641,tt0031370,tt0035061,tt0036959",61,1.0,nm0892473,Mexican Spitfire at Sea,1942,Comedy,Lupe Velez,1908,1944,"actress,soundtrack,archive_footage","tt0031370,tt0031641,tt0020074,tt0034867",34
tt0035061,2.0,nm0259816,Leon Errol,"tt0031641,tt0031370,tt0035061,tt0036959",61,1.0,nm0892473,Mexican Spitfire's Elephant,1942,"Comedy,Romance",Lupe Velez,1908,1944,"actress,soundtrack,archive_footage","tt0031370,tt0031641,tt0020074,tt0034867",34
tt0035102,1.0,nm0477517,Kay Kyser,"tt0033283,tt0032015,tt0034033,tt0119558",37,2.0,nm0237655,My Favorite Spy,1942,"Comedy,Musical",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",28
tt0035113,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",43,3.0,nm0943553,The Navy Comes Through,1942,"Drama,War",Jane Wyatt,1910,2006,"actress,soundtrack,archive_footage","tt0092007,tt0046600,tt0040695,tt0029162",32
tt0035151,4.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",38,1.0,nm0001677,Once Upon a Honeymoon,1942,"Adventure,Comedy,Drama",Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",31
tt0035193,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",23,3.0,nm0640605,Pirates of the Prairie,1942,"Drama,Music,Western",Nell O'Day,1909,1989,"actress,writer,soundtrack","tt0025725,tt0036305,tt0033819,tt0036437",33
tt0035205,1.0,nm0572142,Victor McLaglen,"tt0045061,tt0026529,tt0040369,tt0024141",56,3.0,nm0369896,Powder Town,1942,"Comedy,Drama",June Havoc,1912,2010,"actress,soundtrack,archive_footage","tt0039416,tt0040478,tt0035996,tt0361748",30
tt0035211,1.0,nm0000011,Gary Cooper,"tt0044706,tt0034167,tt0035896,tt0027996",41,2.0,nm0942863,The Pride of the Yankees,1942,"Biography,Drama,Romance",Teresa Wright,1918,2005,"actress,soundtrack,archive_footage","tt0036342,tt0036868,tt0035093,tt0081534",24
tt0035282,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",24,3.0,nm0054060,Sagebrush Law,1943,"Drama,Western",Joan Barclay,1914,2002,"actress,archive_footage","tt0028241,tt0140551,tt0028637,tt0038080",29
tt0035292,1.0,nm0452128,Guy Kibbee,"tt0031679,tt0027421,tt0026174,tt0023369",60,3.0,nm0601141,Scattergood Rides High,1942,"Comedy,Drama",Dorothy Moore,1919,2005,"actress,archive_footage","tt0031107,tt0032528,tt0168508,tt0030184",23
tt0035293,1.0,nm0452128,Guy Kibbee,"tt0031679,tt0027421,tt0026174,tt0023369",60,3.0,nm0371135,Scattergood Survives a Murder,1942,"Adventure,Comedy,Crime",Margaret Hayes,1916,1977,"actress,miscellaneous,archive_footage","tt0034240,tt0048790,tt0034798,tt0049027",26
tt0035307,1.0,nm0001514,Victor Mature,"tt0046247,tt0039536,tt0038762,tt0035103",29,2.0,nm0000840,Seven Days' Leave,1942,"Comedy,Musical,Romance",Lucille Ball,1911,1989,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",31
tt0035308,1.0,nm0185883,James Craig,"tt0033532,tt0035980,tt0039301,tt0035308",30,2.0,nm0335748,Seven Miles from Alcatraz,1942,"Action,Drama,Thriller",Bonita Granville,1923,1988,"producer,actress,director","tt0035140,tt0030442,tt0030491,tt0028356",19
tt0035338,1.0,nm0481618,Bert Lahr,"tt0032138,tt0035338,tt0035320,tt0037062",47,2.0,nm0369896,Sing Your Worries Away,1942,"Comedy,Musical,Mystery",June Havoc,1912,2010,"actress,soundtrack,archive_footage","tt0039416,tt0040478,tt0035996,tt0361748",30
tt0035374,1.0,nm0692439,Eric Portman,"tt0036695,tt0039306,tt0061180,tt0049067",42,2.0,nm0245304,Squadron Leader X,1943,"Drama,War",Ann Dvorak,1911,1979,"actress,miscellaneous,soundtrack","tt0023427,tt0028695,tt0026393,tt0023590",32
tt0035405,1.0,nm0579663,Adolphe Menjou,"tt0050825,tt0021890,tt0029606,tt0016935",52,4.0,nm0098333,Syncopation,1942,"Comedy,History,Music",Connee Boswell,1907,1976,"actress,soundtrack,archive_footage","tt0052181,tt0039003,tt0025520,tt0174513",35
tt0035477,1.0,nm0001452,Charles Laughton,"tt0051201,tt0026752,tt0054331,tt0026955",43,3.0,nm0236990,The Tuttles of Tahiti,1942,"Adventure,Comedy,Romance",Peggy Drake,1922,2014,actress,"tt0035477,tt0034944",20
tt0035480,1.0,nm0490713,Chester Lauck,"tt0035480,tt0033379,tt0049454,tt0032417",41,4.0,nm0510989,Two Weeks to Live,1943,"Action,Comedy",Kay Linaker,1913,2008,"actress,writer,soundtrack","tt0094761,tt0051418,tt0035532,tt0031371",30
tt0035502,2.0,nm0185883,James Craig,"tt0033532,tt0035980,tt0039301,tt0035308",30,1.0,nm0000840,Valley of the Sun,1942,"Drama,Western",Lucille Ball,1911,1989,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",31
tt0035648,1.0,nm0477517,Kay Kyser,"tt0033283,tt0032015,tt0034033,tt0119558",38,3.0,nm0204843,Around the World,1943,"Comedy,Musical",Joan Davis,1912,1961,"actress,producer,soundtrack","tt0033723,tt0037736,tt0036633,tt0036978",31
tt0035655,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",24,3.0,nm0838664,The Avenging Rider,1943,Western,Ann Summers,1919,1974,actress,"tt0236145,tt0068643,tt0058805,tt0041040",24
tt0035669,2.0,nm0623684,Tom Neal,"tt0037638,tt0037622,tt0038387,tt0041212",29,1.0,nm0546712,Behind the Rising Sun,1943,"Drama,War",Margo,1917,1985,"actress,soundtrack,archive_footage","tt0029162,tt0151573,tt0035669,tt0031656",26
tt0035689,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",44,3.0,nm0794297,Bombardier,1943,"Drama,War",Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",25
tt0035738,1.0,nm0452128,Guy Kibbee,"tt0031679,tt0027421,tt0026174,tt0023369",61,2.0,nm0912846,Cinderella Swings It,1943,"Comedy,Drama,Musical",Gloria Warren,1926,2021,"actress,soundtrack,archive_footage","tt0035738,tt0039181,tt0038449,tt0038485",17
tt0035795,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",39,2.0,nm0446715,Tarzan's Desert Mystery,1943,"Adventure,Mystery,War",Nancy Kelly,1921,1995,"actress,soundtrack,archive_footage","tt0048977,tt0031507,tt0035795,tt0032873",22
tt0035854,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",39,2.0,nm0384948,The Falcon Strikes Back,1943,"Crime,Drama,Film-Noir",Harriet Nelson,1909,1994,"actress,soundtrack,archive_footage","tt0044230,tt0035854,tt0027630,tt0034572",34
tt0035855,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",39,2.0,nm0112046,The Falcon and the Co-eds,1943,"Crime,Drama,Film-Noir",Jean Brooks,1915,1963,"actress,archive_footage","tt0036341,tt0035856,tt0035855,tt0036104",28
tt0035856,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",39,3.0,nm0112046,The Falcon in Danger,1943,"Crime,Film-Noir,Mystery",Jean Brooks,1915,1963,"actress,archive_footage","tt0036341,tt0035856,tt0035855,tt0036104",28
tt0035860,1.0,nm0002092,John Garfield,"tt0030149,tt0039204,tt0038622,tt0038854",30,2.0,nm0000058,The Fallen Sparrow,1943,"Film-Noir,Mystery",Maureen O'Hara,1920,2015,"actress,soundtrack,archive_footage","tt0045061,tt0039628,tt0055277,tt0033729",23
tt0035874,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",24,3.0,nm0838664,Fighting Frontier,1943,Western,Ann Summers,1919,1974,actress,"tt0236145,tt0068643,tt0058805,tt0041040",24
tt0035888,2.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",35,1.0,nm0751426,Flight for Freedom,1943,"Drama,Romance,War",Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",36
tt0035897,1.0,nm0456153,George Kirby,"tt0035897,tt0037267,tt0038034,tt0035031",64,2.0,nm0613192,Forever and a Day,1943,"Drama,History",Doreen Munroe,1897,1971,actress,tt0035897,46
tt0035917,2.0,nm0001017,John Carradine,"tt0032551,tt0031971,tt0082533,tt0049833",37,1.0,nm0546712,Gangway for Tomorrow,1943,Drama,Margo,1917,1985,"actress,soundtrack,archive_footage","tt0029162,tt0151573,tt0035669,tt0031656",26
tt0035937,1.0,nm0228715,Richard Dix,"tt0021746,tt0015117,tt0016439,tt0016345",50,3.0,nm0057121,The Ghost Ship,1943,"Drama,Mystery,Thriller",Edith Barrett,1907,1977,actress,"tt0036027,tt0036969,tt0040751,tt0033802",36
tt0035940,1.0,nm0669433,Harold Peary,"tt0036864,tt0035940,tt0035941,tt0035307",35,2.0,nm0000992,Gildersleeve on Broadway,1943,Comedy,Billie Burke,1884,1970,"actress,soundtrack,archive_footage","tt0032138,tt0030442,tt0023948,tt0029682",59
tt0035941,1.0,nm0669433,Harold Peary,"tt0036864,tt0035940,tt0035941,tt0035307",35,2.0,nm0002034,Gildersleeve's Bad Day,1943,Comedy,Jane Darwell,1879,1967,"actress,archive_footage","tt0032551,tt0036244,tt0031381,tt0038762",64
tt0035952,3.0,nm0876211,Sonny Tufts,"tt0048605,tt0036367,tt0036912,tt0039082",32,1.0,nm0000014,Government Girl,1943,Romance,Olivia de Havilland,1916,2020,"actress,soundtrack,archive_footage","tt0031381,tt0041452,tt0029843,tt0040806",27
tt0036027,2.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",39,1.0,nm0214168,I Walked with a Zombie,1943,"Drama,Fantasy,Horror",Frances Dee,1909,2004,"actress,soundtrack,archive_footage","tt0036027,tt0024264,tt0024560,tt0025117",34
tt0036044,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",44,4.0,nm0913095,The Iron Major,1943,"Biography,Drama,Romance",Ruth Warrick,1916,2005,"actress,miscellaneous,soundtrack","tt0033467,tt0065272,tt0038969,tt0057779",27
tt0036091,2.0,nm0000734,Eddie Albert,"tt0046250,tt0058808,tt0068687,tt0056197",35,1.0,nm0892473,Ladies' Day,1943,"Comedy,Romance,Sport",Lupe Velez,1908,1944,"actress,soundtrack,archive_footage","tt0031370,tt0031641,tt0020074,tt0034867",35
tt0036092,2.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",36,1.0,nm0000795,A Lady Takes a Chance,1943,"Comedy,Romance,Western",Jean Arthur,1900,1991,"actress,soundtrack,archive_footage","tt0030993,tt0031679,tt0046303,tt0036172",43
tt0036104,1.0,nm0641454,Dennis O'Keefe,"tt0037557,tt0039881,tt0036104,tt0034303",35,2.0,nm0546712,The Leopard Man,1943,"Film-Noir,Horror,Thriller",Margo,1917,1985,"actress,soundtrack,archive_footage","tt0029162,tt0151573,tt0035669,tt0031656",26
tt0036155,2.0,nm0259816,Leon Errol,"tt0031641,tt0031370,tt0035061,tt0036959",62,1.0,nm0892473,Mexican Spitfire's Blessed Event,1943,Comedy,Lupe Velez,1908,1944,"actress,soundtrack,archive_footage","tt0031370,tt0031641,tt0020074,tt0034867",35
tt0036174,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",39,2.0,nm0206478,Mr. Lucky,1943,"Comedy,Crime,Romance",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",23
tt0036217,2.0,nm0000763,Dana Andrews,"tt0037008,tt0036868,tt0037691,tt0049949",34,1.0,nm0000879,The North Star,1943,"Drama,Romance,War",Anne Baxter,1923,1985,"actress,soundtrack,archive_footage","tt0042192,tt0049833,tt0035015,tt0038873",20
tt0036259,4.0,nm0715748,Walter Reed,"tt0043546,tt0051746,tt0044091,tt0052520",27,1.0,nm0913095,Petticoat Larceny,1943,"Comedy,Crime,Music",Ruth Warrick,1916,2005,"actress,miscellaneous,soundtrack","tt0033467,tt0065272,tt0038969,tt0057779",27
tt0036296,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",23,3.0,nm0595627,Red River Robin Hood,1942,"Drama,Western",Barbara Moffett,1924,1986,actress,tt0036296,18
tt0036317,1.0,nm0114878,Wally Brown,"tt0038787,tt0038270,tt0037261,tt0036865",39,4.0,nm0054060,Rookies in Burma,1943,"Comedy,War",Joan Barclay,1914,2002,"actress,archive_footage","tt0028241,tt0140551,tt0028637,tt0038080",29
tt0036324,1.0,nm0801630,Hugh Sinclair,"tt0034146,tt0036324,tt0033031,tt0042791",38,2.0,nm0319159,The Saint Meets the Tiger,1941,"Crime,Drama,Mystery",Jean Gillie,1915,1949,actress,"tt0038462,tt0036324,tt0139592,tt0029156",26
tt0036341,2.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",39,1.0,nm0001375,The Seventh Victim,1943,"Drama,Horror,Mystery",Kim Hunter,1922,2002,"actress,soundtrack,archive_footage","tt0044081,tt0063442,tt0067065,tt0065462",21
tt0036363,1.0,nm0000001,Fred Astaire,"tt0072308,tt0050419,tt0053137,tt0027125",44,2.0,nm0504125,The Sky's the Limit,1943,"Comedy,Musical,Romance",Joan Leslie,1925,2015,"actress,soundtrack,archive_footage","tt0036363,tt0035575,tt0034167,tt0038026",18
tt0036414,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",39,2.0,nm0317519,Tarzan Triumphs,1943,"Action,Adventure,War",Frances Gifford,1920,1994,"actress,archive_footage","tt0036414,tt0034798,tt0032602,tt0033776",23
tt0036418,2.0,nm0752813,Robert Ryan,"tt0065214,tt0061578,tt0070212,tt0047849",34,1.0,nm0001677,Tender Comrade,1943,"Drama,Romance,War",Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",32
tt0036427,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",40,2.0,nm0483787,They Got Me Covered,1943,Comedy,Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",29
tt0036431,1.0,nm0001452,Charles Laughton,"tt0051201,tt0026752,tt0054331,tt0026955",44,2.0,nm0000058,This Land Is Mine,1943,"Drama,War",Maureen O'Hara,1920,2015,"actress,soundtrack,archive_footage","tt0045061,tt0039628,tt0055277,tt0033729",23
tt0036549,2.0,nm0338901,Richard Greene,"tt0031448,tt0031580,tt0042389,tt0064338",25,1.0,nm0623554,Yellow Canary,1943,"Drama,Thriller",Anna Neagle,1904,1986,"actress,producer,soundtrack","tt0039281,tt0043871,tt0029734,tt0032847",39
tt0036579,1.0,nm0001695,George Sanders,"tt0042192,tt0032976,tt0037988,tt0033873",38,2.0,nm0115597,Action in Arabia,1944,"Crime,Drama,Romance",Virginia Bruce,1910,1982,"actress,soundtrack,archive_footage","tt0032637,tt0027656,tt0032476,tt0032017",34
tt0036583,1.0,nm0114878,Wally Brown,"tt0038787,tt0038270,tt0037261,tt0036865",39,5.0,nm0485079,The Adventures of a Rookie,1943,Comedy,Margaret Landry,1922,2005,actress,"tt0036104,tt0035940,tt0036583",21
tt0036636,1.0,nm0000068,Randolph Scott,"tt0026942,tt0056412,tt0046375,tt0051047",46,2.0,nm0497346,Belle of the Yukon,1944,"Action,Musical,Romance",Gypsy Rose Lee,1911,1970,"actress,writer,soundtrack","tt0036636,tt0028566,tt0036384,tt0029902",33
tt0036671,1.0,nm0550701,Alan Marshal,"tt0051744,tt0027657,tt0033858,tt0031455",35,2.0,nm0206478,Bride by Mistake,1944,"Comedy,Drama,Romance",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",24
tt0036699,1.0,nm0000011,Gary Cooper,"tt0044706,tt0034167,tt0035896,tt0027996",43,2.0,nm0942863,Casanova Brown,1944,"Comedy,Drama,Romance",Teresa Wright,1918,2005,"actress,soundtrack,archive_footage","tt0036342,tt0036868,tt0035093,tt0081534",26
tt0036733,2.0,nm0808949,Kent Smith,"tt0034587,tt0038975,tt0041386,tt0039666",37,1.0,nm0800386,The Curse of the Cat People,1944,"Drama,Horror,Mystery",Simone Simon,1911,2005,"actress,soundtrack,archive_footage","tt0034587,tt0036733,tt0037034,tt0029957",33
tt0036748,1.0,nm0000060,Gregory Peck,"tt0056592,tt0038109,tt0077269,tt0046250",28,2.0,nm0869565,Days of Glory,1944,"Drama,Romance,War",Tamara Toumanova,1919,1996,"actress,soundtrack,archive_footage","tt0061107,tt0066249,tt0036748,tt0046441",25
tt0036798,1.0,nm0692439,Eric Portman,"tt0036695,tt0039306,tt0061180,tt0049067",42,2.0,nm0245304,Escape to Danger,1943,"Action,Romance,Thriller",Ann Dvorak,1911,1979,"actress,miscellaneous,soundtrack","tt0023427,tt0028695,tt0026393,tt0023590",32
