tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F
tt0036807,2.0,nm0107575,George Brent,"tt0031210,tt0024034,tt0031835,tt0040556",40,1.0,nm0001443,Experiment Perilous,1944,"Film-Noir,Romance,Thriller",Hedy Lamarr,1914,2000,"actress,producer,miscellaneous","tt0041838,tt0038990,tt0037769,tt0035460",30
tt0036809,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",40,2.0,nm0302347,The Falcon Out West,1944,"Crime,Drama,Film-Noir",Carole Gallagher,1923,1966,actress,"tt0036809,tt0040282",21
tt0036810,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",40,2.0,nm0354853,The Falcon in Hollywood,1944,"Crime,Drama,Film-Noir",Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",22
tt0036811,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",40,2.0,nm0548056,The Falcon in Mexico,1944,"Crime,Film-Noir,Mystery",Mona Maris,1903,1991,"actress,soundtrack,archive_footage","tt0033517,tt0021215,tt0024466,tt0036811",41
tt0036864,1.0,nm0669433,Harold Peary,"tt0036864,tt0035940,tt0035941,tt0035307",36,4.0,nm0552744,Gildersleeve's Ghost,1944,"Adventure,Comedy,Fantasy",Marion Martin,1908,1985,"actress,soundtrack,archive_footage","tt0035061,tt0031619,tt0036094,tt0032273",36
tt0036865,1.0,nm0114878,Wally Brown,"tt0038787,tt0038270,tt0037261,tt0036865",40,3.0,nm0486387,Girl Rush,1944,"Comedy,Musical,Western",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",31
tt0036868,2.0,nm0000763,Dana Andrews,"tt0037008,tt0036868,tt0037691,tt0049949",37,1.0,nm0001485,The Best Years of Our Lives,1946,"Drama,Romance,War",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",41
tt0036871,1.0,nm0490713,Chester Lauck,"tt0035480,tt0033379,tt0049454,tt0032417",42,3.0,nm0354853,Goin' to Town,1944,Comedy,Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",22
tt0036902,1.0,nm0430015,Jim Jordan,"tt0076618,tt0033850,tt0036902,tt0029663",48,2.0,nm0430090,Heavenly Days,1944,"Comedy,Romance",Marian Jordan,1898,1961,"actress,soundtrack,archive_footage","tt0036902,tt0033850,tt0029663,tt0034847",46
tt0036919,2.0,nm0355095,Jack Haley,"tt0032138,tt0039075,tt0038091,tt0037151",46,1.0,nm0006807,Higher and Higher,1943,"Comedy,Musical,Romance",Michèle Morgan,1920,2016,"actress,archive_footage,archive_sound","tt0039004,tt0030643,tt0040338,tt0038409",23
tt0036929,1.0,nm0000051,James Mason,"tt0056193,tt0053125,tt0047522,tt0084855",35,2.0,nm0543169,Hotel Reserve,1944,Thriller,Lucie Mannheim,1899,1976,"actress,writer,archive_footage","tt0026029,tt0250242,tt0058997,tt0037352",45
tt0037034,2.0,nm0256305,John Emery,"tt0038109,tt0038108,tt0042897,tt0050610",39,1.0,nm0800386,Mademoiselle Fifi,1944,"Drama,War",Simone Simon,1911,2005,"actress,soundtrack,archive_footage","tt0034587,tt0036733,tt0037034,tt0029957",33
tt0037048,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",45,3.0,nm0404046,Marine Raiders,1944,"Drama,War",Ruth Hussey,1911,2005,"actress,archive_footage,archive_sound","tt0032904,tt0037415,tt0032143,tt0033986",33
tt0037056,1.0,nm0183459,George Coulouris,"tt0033467,tt0071877,tt0036641,tt0040798",41,3.0,nm0535169,The Master Race,1944,"Drama,War",Osa Massen,1914,2006,"actress,miscellaneous,archive_footage","tt0034399,tt0042897,tt0038987,tt0036731",30
tt0037101,1.0,nm0694090,Dick Powell,"tt0037101,tt0037615,tt0044391,tt0040695",40,2.0,nm0872456,"Murder, My Sweet",1944,"Crime,Drama,Film-Noir",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",34
tt0037105,2.0,nm0206376,Dennis Day,"tt0037105,tt0032289,tt0045815,tt0040580",28,1.0,nm0794297,Music in Manhattan,1944,"Musical,Romance",Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",26
tt0037111,4.0,nm0166477,George Cleveland,"tt0040271,tt0037989,tt0032420,tt0038300",59,1.0,nm0595643,My Pal Wolf,1944,"Adventure,Drama,Family",Sharyn Moffett,1936,2021,"actress,archive_footage","tt0040613,tt0037690,tt0038380,tt0038700",8
tt0037124,1.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",27,2.0,nm0420331,Nevada,1944,"Drama,Western",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",21
tt0037130,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",40,2.0,nm0518879,A Night of Adventure,1944,"Crime,Film-Noir,Mystery",Audrey Long,1922,2014,actress,"tt0039211,tt0037970,tt0037130,tt0039313",22
tt0037167,2.0,nm0646849,Gordon Oliver,"tt0038975,tt0030287,tt0030419,tt0028882",34,1.0,nm0006471,Passport to Destiny,1944,"Comedy,War",Elsa Lanchester,1902,1986,"actress,soundtrack,archive_footage","tt0051201,tt0074937,tt0026138,tt0058331",42
tt0037193,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",41,2.0,nm0562920,The Princess and the Pirate,1944,"Adventure,Comedy,Romance",Virginia Mayo,1920,2005,"actress,soundtrack,archive_footage","tt0042041,tt0036868,tt0040820,tt0043379",24
tt0037261,1.0,nm0114878,Wally Brown,"tt0038787,tt0038270,tt0037261,tt0036865",40,3.0,nm0570253,Seven Days Ashore,1944,"Comedy,Musical,Romance",Marcy McGuire,1926,2021,"actress,soundtrack,archive_footage","tt0036919,tt0038479,tt0035307,tt0038091",18
tt0037274,1.0,nm0134662,Eddie Cantor,"tt0025347,tt0023088,tt0032487,tt0036422",52,3.0,nm0204843,Show Business,1944,"Comedy,Musical,Romance",Joan Davis,1912,1961,"actress,producer,soundtrack","tt0033723,tt0037736,tt0036633,tt0036978",32
tt0037313,1.0,nm0579663,Adolphe Menjou,"tt0050825,tt0021890,tt0029606,tt0016935",54,4.0,nm0002038,Step Lively,1944,"Comedy,Music,Romance",Gloria DeHaven,1925,2016,"actress,soundtrack,archive_footage","tt0037365,tt0045702,tt0037408,tt0042589",19
tt0037343,1.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",37,2.0,nm0707048,Tall in the Saddle,1944,Western,Ella Raines,1920,1988,"actress,soundtrack,archive_footage","tt0036260,tt0041503,tt0036891,tt0037330",24
tt0037420,1.0,nm0001414,Danny Kaye,"tt0056748,tt0047673,tt0049096,tt0052809",33,3.0,nm0794918,Up in Arms,1944,"Comedy,Musical",Dinah Shore,1916,1994,"actress,music_department,soundtrack","tt0043192,tt0036636,tt0070982,tt0418689",28
tt0037469,1.0,nm0000064,Edward G. Robinson,"tt0036775,tt0040506,tt0038991,tt0038057",51,2.0,nm0000910,The Woman in the Window,1944,"Crime,Drama,Film-Noir",Joan Bennett,1910,1990,"actress,soundtrack,archive_footage","tt0076786,tt0038057,tt0037469,tt0024264",34
tt0037476,2.0,nm0808949,Kent Smith,"tt0034587,tt0038975,tt0041386,tt0039666",37,1.0,nm0335748,Youth Runs Wild,1944,Drama,Bonita Granville,1923,1988,"producer,actress,director","tt0035140,tt0030442,tt0030491,tt0028356",21
tt0037508,1.0,nm0000011,Gary Cooper,"tt0044706,tt0034167,tt0035896,tt0027996",44,2.0,nm0949835,Along Came Jones,1945,"Comedy,Romance,Western",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",32
tt0037522,1.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",38,3.0,nm0094135,Back to Bataan,1945,"Drama,War",Beulah Bondi,1889,1981,"actress,soundtrack,archive_footage","tt0038650,tt0031679,tt0029192,tt0034012",56
tt0037536,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",42,2.0,nm0000006,The Bells of St. Mary's,1945,Drama,Ingrid Bergman,1915,1982,"actress,producer,soundtrack","tt0034583,tt0036855,tt0038109,tt0038787",30
tt0037538,1.0,nm0870543,Lee Tracy,"tt0024704,tt0057883,tt0023948,tt0023825",47,2.0,nm0446715,Betrayal from the East,1945,"Action,Drama",Nancy Kelly,1921,1995,"actress,soundtrack,archive_footage","tt0048977,tt0031507,tt0035795,tt0032873",24
tt0037549,1.0,nm0000472,Boris Karloff,"tt0026138,tt0023245,tt0024894,tt0023194",58,4.0,nm0041138,The Body Snatcher,1945,"Horror,Thriller",Edith Atwater,1911,1986,"actress,archive_footage","tt0051036,tt0065126,tt0037549,tt0074512",34
tt0037559,1.0,nm0517058,John Loder,"tt0033729,tt0035140,tt0028212,tt0029081",47,3.0,nm0243454,The Brighton Strangler,1945,"Crime,Drama,Film-Noir",June Duprez,1918,1984,"actress,soundtrack,archive_footage","tt0037135,tt0037515,tt0031334,tt0033152",27
tt0037593,1.0,nm0000068,Randolph Scott,"tt0026942,tt0056412,tt0046375,tt0051047",47,2.0,nm0913095,China Sky,1945,"Adventure,Drama,War",Ruth Warrick,1916,2005,"actress,miscellaneous,soundtrack","tt0033467,tt0065272,tt0038969,tt0057779",29
tt0037615,1.0,nm0694090,Dick Powell,"tt0037101,tt0037615,tt0044391,tt0040695",41,3.0,nm0154989,Cornered,1945,"Drama,Film-Noir,Thriller",Micheline Cheirel,1917,2002,actress,"tt0038958,tt0179249,tt0026564,tt0039283",28
tt0037642,1.0,nm0176747,Morgan Conway,"tt0037642,tt0038478,tt0036051,tt0032796",42,2.0,nm0420331,Dick Tracy,1945,"Action,Crime,Family",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",22
tt0037671,2.0,nm0001870,Robert Young,"tt0039286,tt0046600,tt0034923,tt0033686",38,1.0,nm0570192,The Enchanted Cottage,1945,"Drama,Fantasy,Romance",Dorothy McGuire,1916,2001,"actress,soundtrack,archive_footage","tt0039416,tt0050798,tt0053320,tt0054357",29
tt0037690,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",41,2.0,nm0179411,The Falcon in San Francisco,1945,"Crime,Film-Noir,Mystery",Paula Corday,1920,1992,"actress,archive_footage","tt0039360,tt0037690,tt0038478,tt0045345",25
tt0037735,1.0,nm0114878,Wally Brown,"tt0038787,tt0038270,tt0037261,tt0036865",42,3.0,nm0420331,Genius at Work,1946,"Comedy,Crime",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",23
tt0037736,2.0,nm0355095,Jack Haley,"tt0032138,tt0039075,tt0038091,tt0037151",48,1.0,nm0204843,George White's Scandals,1945,"Comedy,Music",Joan Davis,1912,1961,"actress,producer,soundtrack","tt0033723,tt0037736,tt0036633,tt0036978",33
tt0037748,1.0,nm0692439,Eric Portman,"tt0036695,tt0039306,tt0061180,tt0049067",44,2.0,nm0733460,Great Day,1945,Drama,Flora Robson,1902,1984,"actress,soundtrack,archive_footage","tt0082186,tt0039192,tt0038053,tt0033028",43
tt0037767,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",46,3.0,nm0484808,Having Wonderful Crime,1945,Mystery,Carole Landis,1919,1948,"actress,writer,soundtrack","tt0033740,tt0038908,tt0034303,tt0034115",26
tt0037820,1.0,nm0000472,Boris Karloff,"tt0026138,tt0023245,tt0024894,tt0023194",58,2.0,nm0237655,Isle of the Dead,1945,"Drama,Horror,Mystery",Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",31
tt0037822,2.0,nm0642671,Michael O'Shea,"tt0036094,tt0041179,tt0041963,tt0041733",39,1.0,nm0377012,It's a Pleasure,1945,"Comedy,Drama,Musical",Sonja Henie,1912,1969,"actress,writer,producer","tt0034241,tt0040251,tt0037822,tt0029659",33
tt0037832,1.0,nm0706368,George Raft,"tt0053291,tt0033149,tt0023427,tt0037832",44,2.0,nm0872456,Johnny Angel,1945,"Crime,Drama,Film-Noir",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",35
tt0037891,1.0,nm0259816,Leon Errol,"tt0031641,tt0031370,tt0035061,tt0036959",64,2.0,nm0728230,Mama Loves Papa,1945,Comedy,Elisabeth Risdon,1888,1958,"actress,soundtrack,archive_footage","tt0032181,tt0033717,tt0031641,tt0045125",57
tt0037892,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",46,3.0,nm0237655,Man Alive,1945,Comedy,Ellen Drew,1914,2003,"actress,soundtrack,archive_footage","tt0032338,tt0037820,tt0033916,tt0042229",31
tt0037970,1.0,nm0856062,Phillip Terry,"tt0037884,tt0039815,tt0039211,tt0054020",36,2.0,nm0518879,Pan-Americana,1945,"Comedy,Musical,Romance",Audrey Long,1922,2014,actress,"tt0039211,tt0037970,tt0037130,tt0039313",23
tt0037981,1.0,nm0000784,Pedro Armendáriz,"tt0057076,tt0040369,tt0040064,tt0037981",35,2.0,nm0549773,The Pearl,1947,"Adventure,Drama,Romance",María Elena Marqués,1926,2008,"actress,miscellaneous,soundtrack","tt0037981,tt0174157,tt0218358,tt0055337",21
tt0038012,1.0,nm0114878,Wally Brown,"tt0038787,tt0038270,tt0037261,tt0036865",41,3.0,nm0486387,Radio Stars on Parade,1945,"Comedy,Music,Romance",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",32
tt0038091,1.0,nm0355095,Jack Haley,"tt0032138,tt0039075,tt0038091,tt0037151",48,2.0,nm0570253,Sing Your Way Home,1945,"Comedy,Music,Romance",Marcy McGuire,1926,2021,"actress,soundtrack,archive_footage","tt0036919,tt0038479,tt0035307,tt0038091",19
tt0038108,1.0,nm0002134,Paul Henreid,"tt0034583,tt0040444,tt0076009,tt0035140",37,2.0,nm0000058,The Spanish Main,1945,"Adventure,Drama,Romance",Maureen O'Hara,1920,2015,"actress,soundtrack,archive_footage","tt0045061,tt0039628,tt0055277,tt0033729",25
tt0038151,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",41,2.0,nm0431502,Tarzan and the Amazons,1945,"Action,Adventure",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",28
tt0038164,1.0,nm0001870,Robert Young,"tt0039286,tt0046600,tt0034923,tt0033686",38,2.0,nm0206478,Those Endearing Young Charms,1945,"Adventure,Comedy,Drama",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",25
tt0038166,4.0,nm0001359,Sterling Holloway,"tt0076363,tt0061852,tt0043274,tt0065421",39,1.0,nm0592058,The Three Caballeros,1944,"Animation,Comedy,Family",Aurora Miranda,1915,2005,"actress,soundtrack,archive_footage","tt0036260,tt0026063,tt0031076,tt0027278",29
tt0038199,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",41,2.0,nm0751946,Two O'Clock Courage,1945,"Crime,Drama,Film-Noir",Ann Rutherford,1917,2012,"actress,soundtrack,archive_footage","tt0031381,tt0031517,tt0034389,tt0035552",28
tt0038237,1.0,nm0912861,James Warren,"tt0038237,tt0039271,tt0038479,tt0038996",32,3.0,nm0518879,Wanderer of the Wasteland,1945,Western,Audrey Long,1922,2014,actress,"tt0039211,tt0037970,tt0037130,tt0039313",23
tt0038241,1.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",28,2.0,nm0354853,West of the Pecos,1945,Western,Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",23
tt0038244,1.0,nm0259816,Leon Errol,"tt0031641,tt0031370,tt0035061,tt0036959",64,4.0,nm0727026,What a Blonde,1945,"Comedy,Romance",Elaine Riley,1917,2015,"actress,archive_footage","tt0047739,tt0040339,tt0040793,tt0040837",28
tt0038260,1.0,nm0001414,Danny Kaye,"tt0056748,tt0047673,tt0049096,tt0052809",34,3.0,nm0562920,Wonder Man,1945,"Comedy,Fantasy,Musical",Virginia Mayo,1920,2005,"actress,soundtrack,archive_footage","tt0042041,tt0036868,tt0040820,tt0043379",25
tt0038270,1.0,nm0114878,Wally Brown,"tt0038787,tt0038270,tt0037261,tt0036865",41,4.0,nm0420331,Zombies on Broadway,1945,"Comedy,Fantasy,Horror",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",22
tt0038321,1.0,nm0000068,Randolph Scott,"tt0026942,tt0056412,tt0046375,tt0051047",48,2.0,nm0723954,Badman's Territory,1946,Western,Ann Richards,1917,2006,"actress,archive_footage","tt0040823,tt0039586,tt0037885,tt0038321",29
tt0038324,2.0,nm0250287,Ralph Edwards,"tt0081916,tt0039177,tt0038324,tt1270746",33,1.0,nm0486387,The Bamboo Blonde,1946,"Music,Romance,War",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",33
tt0038343,1.0,nm0000472,Boris Karloff,"tt0026138,tt0023245,tt0024894,tt0023194",59,2.0,nm0496819,Bedlam,1946,"Drama,Horror,Thriller",Anna Lee,1913,2004,"actress,soundtrack,archive_footage","tt0059742,tt0056687,tt0056758,tt0033729",33
tt0038411,2.0,nm0867538,Regis Toomey,"tt0038355,tt0032599,tt0048140,tt0038109",48,1.0,nm0595643,Child of Divorce,1946,Drama,Sharyn Moffett,1936,2021,"actress,archive_footage","tt0040613,tt0037690,tt0038380,tt0038700",10
tt0038429,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",47,2.0,nm0872456,Crack-Up,1946,"Crime,Drama,Film-Noir",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",36
tt0038434,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",42,2.0,nm0640930,Criminal Court,1946,"Crime,Drama",Martha O'Driscoll,1922,1998,"actress,soundtrack,archive_footage","tt0037793,tt0038203,tt0038364,tt0038490",24
tt0038458,2.0,nm0510134,Paul Lukas,"tt0036515,tt0046672,tt0030341,tt0026187",51,1.0,nm0001333,Deadline at Dawn,1946,"Crime,Film-Noir,Mystery",Susan Hayward,1917,1975,"actress,soundtrack,archive_footage","tt0045333,tt0051758,tt0048191,tt0041672",29
tt0038478,1.0,nm0176747,Morgan Conway,"tt0037642,tt0038478,tt0036051,tt0032796",43,2.0,nm0420331,Dick Tracy vs. Cueball,1946,"Action,Crime,Family",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",23
tt0038479,1.0,nm0894669,Glen Vernon,"tt0108174,tt0038479,tt0041503,tt0038343",23,2.0,nm0570253,Ding Dong Williams,1946,"Comedy,Music,Romance",Marcy McGuire,1926,2021,"actress,soundtrack,archive_footage","tt0036919,tt0038479,tt0035307,tt0038091",20
tt0038518,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",42,2.0,nm0557555,The Falcon's Adventure,1946,"Film-Noir,Mystery",Madge Meredith,1921,2017,"actress,archive_footage","tt0038518,tt0043169,tt0051311,tt0038411",25
tt0038519,1.0,nm0007218,Tom Conway,"tt0034587,tt0036027,tt0038518,tt0035856",42,2.0,nm0179411,The Falcon's Alibi,1946,"Adventure,Crime,Drama",Paula Corday,1920,1992,"actress,archive_footage","tt0039360,tt0037690,tt0038478,tt0045345",26
tt0038537,2.0,nm0828594,Mark Stevens,"tt0042242,tt0038453,tt0040806,tt0049857",30,1.0,nm0000021,From This Day Forward,1946,"Drama,Mystery,Romance",Joan Fontaine,1917,2013,"actress,producer,soundtrack","tt0034248,tt0032976,tt0035751,tt0036969",29
tt0038549,1.0,nm0517058,John Loder,"tt0033729,tt0035140,tt0028212,tt0029081",47,2.0,nm0518879,A Game of Death,1945,Adventure,Audrey Long,1922,2014,actress,"tt0039211,tt0037970,tt0037130,tt0039313",23
tt0038592,2.0,nm0001922,Jean-Pierre Aumont,"tt0046000,tt0070460,tt0038592,tt0035651",35,1.0,nm0001677,Heartbeat,1946,"Comedy,Drama,Romance",Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",35
tt0038650,1.0,nm0000071,James Stewart,"tt0052357,tt0052561,tt0032904,tt0038650",38,2.0,nm0001656,It's a Wonderful Life,1946,"Drama,Family,Fantasy",Donna Reed,1921,1986,"actress,soundtrack,archive_footage","tt0038650,tt0045793,tt0051267,tt0049005",25
tt0038668,1.0,nm0001414,Danny Kaye,"tt0056748,tt0047673,tt0049096,tt0052809",35,2.0,nm0562920,The Kid from Brooklyn,1946,"Comedy,Sport",Virginia Mayo,1920,2005,"actress,soundtrack,archive_footage","tt0042041,tt0036868,tt0040820,tt0043379",26
tt0038680,1.0,nm0001870,Robert Young,"tt0039286,tt0046600,tt0034923,tt0033686",39,2.0,nm0354853,Lady Luck,1946,"Comedy,Drama",Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",24
tt0038700,2.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",29,1.0,nm0206478,The Locket,1946,"Crime,Drama,Film-Noir",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",26
tt0038718,1.0,nm0248904,Nelson Eddy,"tt0031565,tt0036261,tt0026768,tt0031074",45,4.0,nm0794918,Make Mine Music,1946,"Adventure,Animation,Comedy",Dinah Shore,1916,1994,"actress,music_department,soundtrack","tt0043192,tt0036636,tt0070982,tt0418689",30
tt0038782,1.0,nm0706368,George Raft,"tt0053291,tt0033149,tt0023427,tt0037832",45,2.0,nm0054609,Nocturne,1946,"Crime,Drama,Film-Noir",Lynn Bari,1919,1989,"actress,soundtrack,archive_footage","tt0036672,tt0034716,tt0029899,tt0038782",27
tt0038787,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",42,2.0,nm0000006,Notorious,1946,"Drama,Film-Noir,Romance",Ingrid Bergman,1915,1982,"actress,producer,soundtrack","tt0034583,tt0036855,tt0038109,tt0038787",31
tt0038827,1.0,nm0490713,Chester Lauck,"tt0035480,tt0033379,tt0049454,tt0032417",44,3.0,nm0086680,Partners in Time,1946,"Comedy,Drama",Pamela Blake,1915,2009,"actress,soundtrack,archive_footage","tt0035432,tt0039782,tt0042532,tt0031371",31
tt0038886,1.0,nm0259816,Leon Errol,"tt0031641,tt0031370,tt0035061,tt0036959",65,6.0,nm0628536,Riverboat Rhythm,1946,"Comedy,Music,Romance",Joan Newton,1921,2012,actress,"tt0038343,tt0038886",25
tt0038905,1.0,nm0862937,Lawrence Tierney,"tt0105236,tt0040178,tt0110216,tt0090021",27,2.0,nm0139792,San Quentin,1946,"Crime,Drama,Romance",Marian Carr,1925,2003,actress,"tt0048261,tt0049553,tt0039317,tt0049363",21
tt0038948,2.0,nm0461594,Alexander Knox,"tt0037465,tt0056197,tt0059065,tt0040785",39,1.0,nm0751426,Sister Kenny,1946,"Biography,Drama",Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",39
tt0038969,2.0,nm0237985,Bobby Driscoll,"tt0046183,tt0042046,tt0038969,tt0043067",9,1.0,nm0913095,Song of the South,1946,"Animation,Comedy,Family",Ruth Warrick,1916,2005,"actress,miscellaneous,soundtrack","tt0033467,tt0065272,tt0038969,tt0057779",30
tt0038975,2.0,nm0107575,George Brent,"tt0031210,tt0024034,tt0031835,tt0040556",42,1.0,nm0570192,The Spiral Staircase,1946,"Drama,Horror,Mystery",Dorothy McGuire,1916,2001,"actress,soundtrack,archive_footage","tt0039416,tt0050798,tt0053320,tt0054357",30
tt0038982,1.0,nm0862937,Lawrence Tierney,"tt0105236,tt0040178,tt0110216,tt0090021",27,2.0,nm0420331,Step by Step,1946,"Crime,Drama,Film-Noir",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",23
tt0038991,1.0,nm0000080,Orson Welles,"tt0033467,tt0052311,tt0040525,tt0057427",31,3.0,nm0949835,The Stranger,1946,"Crime,Drama,Film-Noir",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",33
tt0038996,1.0,nm0912861,James Warren,"tt0038237,tt0039271,tt0038479,tt0038996",33,2.0,nm0504160,Sunset Pass,1946,Western,Nan Leslie,1926,2000,"actress,stunts,soundtrack","tt0047748,tt0038996,tt0040956,tt0053742",20
tt0039011,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",42,2.0,nm0431502,Tarzan and the Leopard Woman,1946,"Action,Adventure,Romance",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",29
